PlayerName,G,AB,H,2B,3B,HR,R,RBI,BB,SO,SB,AVG,K%,ADP,id
Aaron Judge,149,544,153,25,1,44,103,112,90,173,11,0.28,0.269,3.2,15640
Juan Soto,148,516,145,27,3,26,99,86,123,93,11,0.281,0.144,10.79,20123
Mike Trout,139,509,134,27,3,38,93,98,79,167,3,0.264,0.277,19.03,10155
JosÃ© RamÃ­rez,151,573,156,36,3,27,94,93,65,83,29,0.273,0.127,3.67,13510
Julio RodrÃ­guez,146,571,160,30,4,28,92,83,49,153,26,0.281,0.241,4.22,23697
Will Smith,129,461,120,25,2,24,71,77,53,99,1,0.261,0.186,61.99,19197
Trea Turner,152,609,176,32,5,21,96,79,45,118,36,0.289,0.178,2.47,16252
Mookie Betts,145,564,153,34,3,29,96,90,65,109,16,0.272,0.171,10.55,13611
Nolan Arenado,150,574,154,31,2,30,83,93,53,84,5,0.269,0.132,33.83,9777
Fernando Tatis Jr.,115,439,122,24,2,30,84,80,50,130,26,0.277,0.261,17.87,19709
Vladimir Guerrero Jr.,152,581,171,33,1,33,96,101,66,103,8,0.294,0.157,11.3,19611
J.T. Realmuto,136,494,133,25,4,21,76,69,42,121,18,0.269,0.219,27.33,11739
Freddie Freeman,154,585,177,37,3,22,95,90,75,99,11,0.303,0.147,13.7,5361
Manny Machado,152,582,157,29,1,31,88,96,62,124,12,0.269,0.19,14.11,11493
Yordan Alvarez,138,505,147,31,2,32,86,95,66,122,0,0.292,0.209,14.89,19556
Corey Seager,142,549,153,31,2,25,77,87,56,100,1,0.279,0.162,55.41,13624
Xander Bogaerts,148,560,157,32,1,19,81,79,58,117,7,0.28,0.185,90.32,12161
Austin Riley,153,586,160,32,2,34,91,99,52,161,1,0.273,0.246,20.95,18360
Bo Bichette,151,608,173,37,2,23,91,85,40,137,22,0.284,0.208,12.79,19612
Carlos Correa,144,545,149,29,1,23,79,77,63,123,0,0.274,0.198,129.05,14162
Wander Franco,142,554,160,34,5,13,76,71,46,60,13,0.288,0.098,86.45,23667
Alex Bregman,151,551,143,32,1,21,82,78,79,88,2,0.259,0.137,79.26,17678
Ronald AcuÃ±a Jr.,143,547,145,29,3,24,99,72,72,153,43,0.266,0.242,1.87,18401
Brandon Nimmo,137,511,139,27,5,14,82,64,71,107,6,0.272,0.178,182.88,12927
Francisco Lindor,151,583,148,28,2,24,84,84,56,120,17,0.253,0.183,33.5,12916
Rafael Devers,148,578,162,34,2,31,87,96,54,121,5,0.279,0.188,20.3,17350
Paul Goldschmidt,152,570,156,29,2,29,92,91,72,138,8,0.274,0.212,24.64,9218
Alejandro Kirk,122,423,117,22,0,15,60,60,50,57,0,0.278,0.119,107.87,22581
Bryan Reynolds,150,564,158,29,4,23,84,87,61,134,8,0.28,0.211,92.32,19326
Adley Rutschman,132,479,122,28,2,13,64,60,61,102,4,0.254,0.185,71.93,26288
Pete Alonso,153,574,151,27,1,36,88,107,63,132,4,0.262,0.202,19.67,19251
Shohei Ohtani,143,530,146,27,5,31,97,85,69,152,25,0.275,0.25,8.76,19755
Willy Adames,144,560,141,27,2,28,81,85,54,169,9,0.251,0.271,92.8,15986
Willson Contreras,126,446,114,21,2,22,73,67,50,119,7,0.256,0.231,96.22,11609
Kyle Tucker,150,567,151,33,4,26,90,84,55,106,25,0.267,0.167,6.11,18345
Michael Harris II,143,544,148,32,4,17,81,68,35,134,22,0.271,0.227,30.59,25931
Sean Murphy,134,479,120,27,1,19,67,67,48,120,0,0.249,0.221,120.58,19352
Max Muncy,137,487,114,23,1,24,76,75,78,136,2,0.233,0.236,135.42,13301
Marcus Semien,154,608,150,32,3,23,84,77,55,130,22,0.247,0.194,32.63,12533
Luis Arraez,135,512,157,29,3,6,66,62,49,44,6,0.306,0.077,220.67,18568
Luis Robert Jr.,130,509,145,30,2,20,76,70,31,115,18,0.284,0.209,47.97,20043
Matt Chapman,150,544,121,25,2,29,79,83,65,179,4,0.222,0.288,155.95,16505
Bobby Witt Jr.,148,589,154,33,6,21,85,74,36,138,33,0.262,0.216,9.38,25764
Dansby Swanson,151,583,147,29,2,21,79,75,50,164,17,0.251,0.254,83.37,18314
Tim Anderson,135,557,162,28,2,14,77,65,27,110,25,0.29,0.185,85.34,15172
AndrÃ©s GimÃ©nez,147,535,141,27,3,15,78,65,33,125,27,0.264,0.212,81.21,19950
Corbin Carroll,139,518,133,29,7,14,77,61,51,150,19,0.257,0.258,56.33,25878
Tommy Edman,146,569,149,29,4,11,80,59,39,102,32,0.262,0.164,74.51,19470
Jorge Polanco,126,475,123,24,2,19,69,64,51,107,10,0.259,0.2,169.43,13152
Matt Olson,153,577,149,31,1,32,88,95,70,141,2,0.258,0.214,44.68,14344
Jeff McNeil,140,524,149,31,2,9,67,65,38,68,3,0.285,0.118,193.82,15362
Byron Buxton,118,452,111,24,3,29,73,73,38,147,12,0.246,0.293,97.45,14161
Daulton Varsho,136,495,120,24,2,25,76,72,44,130,17,0.243,0.237,39.54,19918
Randy Arozarena,145,553,144,30,2,20,87,70,48,148,37,0.26,0.239,37.08,19290
Anthony Rendon,119,435,112,26,1,16,63,59,56,85,2,0.257,0.17,225.42,12861
Brandon Lowe,123,455,112,25,2,21,64,70,49,127,5,0.246,0.246,165.14,18882
Jazz Chisholm Jr.,132,499,122,23,5,22,82,66,44,157,36,0.244,0.284,39.84,20454
Kyle Schwarber,144,531,124,20,2,36,86,95,75,174,5,0.234,0.282,54.11,16478
Jose Altuve,97,378,104,20,1,16,59,54,40,69,9,0.276,0.162,55.2,5417
Amed Rosario,146,587,164,26,5,10,76,66,29,106,18,0.279,0.17,115.16,15518
Ketel Marte,137,517,140,32,3,15,70,71,50,99,4,0.27,0.171,201.84,13613
Javier BÃ¡ez,142,557,143,28,4,23,76,75,29,156,17,0.257,0.26,167.13,12979
Ozzie Albies,138,536,141,30,5,19,79,69,37,108,23,0.262,0.185,57.55,16556
Jonah Heim,106,369,84,18,1,13,41,46,31,80,2,0.228,0.197,248.41,16930
Nico Hoerner,139,523,148,26,4,9,70,57,35,71,23,0.283,0.123,135.62,21479
Starling Marte,125,492,135,23,3,13,76,57,33,101,33,0.274,0.187,90.28,9241
Steven Kwan,143,551,158,27,5,6,76,59,55,59,17,0.286,0.096,125.57,24610
Yasmani Grandal,96,316,71,12,1,11,42,39,50,81,0,0.225,0.216,266.96,11368
Jonathan India,136,511,132,26,2,17,73,65,53,131,10,0.258,0.224,176.82,21523
Luis UrÃ­as,137,488,119,23,2,18,67,64,55,116,5,0.244,0.208,243.62,16622
Ke'Bryan Hayes,138,526,137,28,3,10,71,57,50,118,20,0.261,0.201,175.2,18577
Tyler O'Neill,132,487,118,23,2,23,75,69,45,156,19,0.243,0.287,100.79,15711
Christian Yelich,144,533,137,27,3,16,83,62,80,144,20,0.257,0.231,115.21,11477
Oneil Cruz,136,531,131,26,4,20,77,68,44,169,22,0.247,0.29,66.99,21711
Nathaniel Lowe,146,549,151,27,2,22,77,78,58,139,5,0.275,0.226,107.22,19566
Yandy DÃ­az,137,500,137,25,1,10,68,60,73,74,4,0.274,0.128,266.45,16578
Gunnar Henderson,140,514,127,27,3,14,69,61,54,160,10,0.246,0.277,90.43,26289
J.P. Crawford,145,524,131,25,2,7,63,49,56,86,6,0.25,0.145,414.86,15491
Cal Raleigh,119,411,88,20,1,20,49,60,34,126,2,0.214,0.279,154.62,21534
Jean Segura,126,481,132,22,2,10,61,56,33,80,13,0.274,0.151,225.87,5933
George Springer,131,513,129,23,2,23,78,72,54,117,12,0.252,0.203,79.01,12856
Seiya Suzuki,124,453,120,26,2,18,69,64,58,118,11,0.264,0.226,160.88,30116
Taylor Ward,140,518,135,28,2,21,78,70,60,134,7,0.261,0.227,110.53,17548
Thairo Estrada,135,492,131,22,3,14,69,55,32,92,20,0.266,0.172,164.91,16426
Ty France,140,539,146,27,1,18,69,72,40,96,0,0.27,0.159,179.07,17982
Jeremy PeÃ±a,144,560,142,24,3,19,76,69,31,151,15,0.254,0.249,115.58,21636
Masataka Yoshida,123,454,129,28,2,16,64,65,52,63,2,0.284,0.122,205.05,31837
Eugenio SuÃ¡rez,144,527,113,20,1,26,68,77,64,185,0,0.215,0.307,157.78,12552
Gleyber Torres,136,519,131,25,1,20,70,67,44,129,15,0.253,0.225,111.12,16997
Isaac Paredes,116,405,97,19,1,17,52,59,46,79,1,0.239,0.173,301,20036
Jake Cronenworth,145,543,138,28,4,16,75,70,56,106,5,0.255,0.172,194.49,18036
Cedric Mullins,146,572,144,28,4,16,83,63,46,118,36,0.252,0.187,49.39,17929
Kolten Wong,126,456,111,22,2,13,62,49,41,97,20,0.244,0.188,252.01,12532
Miguel Vargas,127,447,122,28,2,12,60,58,35,87,7,0.272,0.177,199,20178
Teoscar HernÃ¡ndez,140,545,136,28,2,27,77,80,42,167,13,0.25,0.281,75.57,13066
YoÃ¡n Moncada,131,492,122,24,3,16,65,60,53,140,3,0.248,0.253,292.22,17232
Christian Walker,147,547,139,28,2,27,77,88,57,132,2,0.254,0.215,132.93,13419
Ryan McMahon,142,522,133,27,2,21,77,73,55,148,8,0.255,0.253,195.96,15112
Chris Taylor,128,459,110,24,4,15,68,57,48,159,10,0.239,0.307,285.95,13757
Brendan Donovan,123,432,113,23,2,6,58,47,50,83,6,0.262,0.168,272.17,24679
Anthony Rizzo,135,489,119,20,1,24,73,70,54,97,9,0.244,0.172,158.63,3473
Brandon Crawford,121,426,107,21,1,13,56,56,41,102,5,0.252,0.209,442.59,5343
Kris Bryant,127,487,137,31,3,20,78,72,53,113,7,0.281,0.204,126.55,15429
Miguel Rojas,125,450,120,22,2,7,57,48,28,63,12,0.266,0.129,424.63,7802
Riley Greene,135,526,132,24,6,12,69,54,51,155,9,0.252,0.264,193.72,25976
Michael Conforto,123,448,115,25,1,15,63,59,58,109,3,0.256,0.209,238.24,16376
Ezequiel Tovar,125,468,127,26,3,12,63,55,25,94,13,0.272,0.186,214.41,24064
Bryce Harper,75,282,80,18,1,15,48,47,43,68,8,0.283,0.204,197.57,11579
Tyler Stephenson,130,455,123,24,1,15,59,62,41,114,1,0.271,0.224,127.32,17988
Eloy JimÃ©nez,137,520,139,26,1,26,73,80,44,129,0,0.268,0.226,75.68,17484
William Contreras,120,425,104,19,1,18,55,60,40,123,1,0.246,0.26,119.04,20503
